rating,title,text,location,num_contributions,date,praia
5,Melhor praia da região,"Praia extremamente calma, praticamente sem ondas e demora bastante para água ganhar profundidade. Ideal para crianças pequenas ou com medo do mar. Nesta praia quase não existem vendedores, ou seja,você precisa levar tudo.","Blumenau, SC",444,5 de fevereiro de 2020,praia_do_forte
5,Conhecendo o Forte Mal Luz,Foi uma experiência incrível conhecer o Forte Marechal Luz. Visitamos o Museu que contempla um pouco da história e a vista surpreendente lá de cima é simplesmente sensacional. Valeu muito a visita e a vista lá de cima. Tiramos muitas fotos para nossa recordação. A praia do Forte é livre de poluição e de maior tranquilidade e paz. Super recomendamos.,,11,27 de janeiro de 2020,praia_do_forte
5,"Praia do forte, meu eterno amor está ali...","Nossa, essa praia, é linda, natureza exuberante, contato direto com a natureza... é uma das praias mais lindas que eu já conheci...eu e meu grande amor íamos sempre juntos ali,por isso,ela também é tão especial...",,2,26 de janeiro de 2020,praia_do_forte
5,Praia do Forte um lugar lindo e tranquilo,"A Praia do Forte em São Chico é maravilhosa! O mar é calmo, limpo e transparente! Tem muito espaço na areia para aproveitar com a família toda! Se quiser apenas caminhar essa praia também é ideal e pôde-se chegar até a praia do Capri com uma bela vista! O passeio no Forte pode ser feito de carro ou a pé, vale a pela conhecer um pouco da história daquele lugar e a vista é maravilhosa!","Curitiba, PR",12,21 de janeiro de 2020,praia_do_forte
4,Praia linda,"Praia linda, águas tranquilas e transparentes. Infelizmente já tem usuários com seus sons JBL.... Mas é só caminhar um pouco para o lado esquerdo que tudo fica tranquilo.","São Paulo, SP",3,13 de janeiro de 2020,praia_do_forte
5,Perfeita pra criança,"Praia linda, com mar calmo, não lota. Quem tem criança pequena vale a pena conhecer. Não tem muitos ambulantes pela praia.","Pato Branco, PR",153,12 de janeiro de 2020,praia_do_forte
5,Passar o dia em local diferente.,A praia e limpa e agradável. Não muito cheia e com áreas de preservação. O mangue traz um espetáculo a parte.,"Indaial, SC",517,31 de dezembro de 2019,praia_do_forte
4,bela e deserta,"Local muito belo, bom para descanso e contemplação. Precisa andar um trecho a pé para chegar e, como é bem deserta, tem que levar tudo o que for preciso para passar um tempo por lá, não há comércio e serviço próximo à orla - o que é parte de sua qualidade.",,54,9 de dezembro de 2019,praia_do_forte
4,Passeio tranquilo,"Fiz o passeio com crianças, não fui na praia, ficamos apenas explorando o forte em si, gostei bastante, creio que umas duas horas sejam suficientes para conhecer o local.","Guarapuava, PR",29,25 de novembro de 2019,praia_do_forte
5,Praia do Forte,O lugar é lindo... mas estava lotado de gente (feriado). Para quem tem crianças é super recomendado... a praia é bem rasinha... agua transparente. Acabei nao indo ao Forte...,"Curitiba, PR",17,24 de novembro de 2019,praia_do_forte
5,Praia reservada,"Uma linda praia com muita privacidade. Area de areia ampla e limpa, ideal para ir com crianças. Tem que ir equipados pois não tem quiosques nem bares por perto.","Curitiba, PR",130,9 de novembro de 2019,praia_do_forte
5,HISTÓRIA EM SÃO FRANCISCO DO SUL   SC,"Possibilita uma ótima aula de historia para jovens adolescentes, a vista é deslumbrante. Pode-se passar horas de muita qualidade e instrução. Eventualmente pode-se fazer um pic nic  nas redondezas.",,2,7 de novembro de 2019,praia_do_forte
5,Praia linda e calma,"O mar é calmo e claro, areia fina. Para chegar precisa atravessar um pequeno manguezal. É uma das praias mais tranquilas em fluxo de pessoas.","Joinville, SC",33,29 de outubro de 2019,praia_do_forte
4,Visita no Forte,"Fomos para uma visita no Forte, mas estava fechado para visitação, parece que o horário é das 8 às 11 h e das 13:30 às 17 h. Como fomos no horário do almoço não conseguimos entrar, acho que falta informação em cartazes no caminho ou no local. Então tiramos umas fotos da praia em frente, mas como estava garoando nem chegamos na areia. Parece ser uma praia muito bonita.  Espero poder conhecer o Forte e a praia melhor um dia.","Castro, PR",1,25 de outubro de 2019,praia_do_forte
5,Incrível,"Muita boa a vista e o mar, como fomos em um período de frio, estava uma delícia so de olhar, imagina tomar banho. Poderia existir mais estacionamento para o grande público na temporada.","Piçarras, SC",22,6 de outubro de 2019,praia_do_forte
5,Paraíso!,Sim!! O paraíso existe e fica aqui na praia do forte!! Excelente pedida é assistir o pôr do sol da praia...momento inesquecível e ótimo pra recarregar as energias!!,"Blumenau, SC",51,4 de setembro de 2019,praia_do_forte
5,Visual de tirar o fôlego,"Lindo o lugar, de fácil  acesso e uma visão de tirar o folego, e tem uma praia deserta onde não tem onda. Dentro do forte tem ainda um restaurante.","São Francisco do Sul, SC",11,7 de maio de 2019,praia_do_forte
4,Vale a pena conhecer,"É sempre muito bom  entender as construções  militares antigas para entender a história do nosso país. Instituições militares são  sempre muito limpas e organizadas, mas poderia ter uma pessoa q nos falasse sobre a história do forte e orientasse a visita.","Rio Grande, RS",25,3 de maio de 2019,praia_do_forte
3,Viagem a São Chico,"Muito legal unico problema é a subida de carro a estrada é muito esburacada, mais vale a pena pela vista la de cima","Borrazópolis, PR",18,26 de março de 2019,praia_do_forte
4,"Vista maravilhosa, praia calma e museu razoavel","A praia é boa para crianças por ser muito calma e rasa. O forte é legal, a vista é o melhor, muito linda, o museu é razoavel.","Goiânia, GO",162,20 de março de 2019,praia_do_forte
5,Limpa e tranquila,"Praia ideal para família com crianças, limpa e tranquila, conhecer o forte e a história local contemplado com uma vista maravilhosa.","Maringá, PR",23,9 de março de 2019,praia_do_forte
5,"Visita muito boa, para sair um pouco da praia!","Esta visita vale muito à pena, principalmente quando encontramos com a família de macacos pregos, que habitam a região. Não se esqueça de levar um petisco (fruta de preferência). Eles adoram!! No forte são expostos canhões de vários calibres, armas antigas etc. É cobrado R$2,00/pessoa. Idosos não pagam. A praia local, com o mesmo nome; Praia do Forte, tem águas pouco agitadas e é muito agradável, desde que se leve o que vai consumir. Não tem estrutura para visitantes!!","São Paulo, SP",98,9 de março de 2019,praia_do_forte
5,"Lugar Perfeito, Lindo Visual","Você não pode deixar ele conhecer a Praia do Forte lugar em parque incrível com uma vista sem igual. Para o acesso facilitado, você vai precisar um automóvel, mas nada que não valha a pena!",,35,9 de março de 2019,praia_do_forte
5,Imperdível,"Passeio imperdível, fazer uma visita ao forte é necessário, subir no farol e visitar a cela e a capela.","Assis, SP",46,22 de fevereiro de 2019,praia_do_forte
5,Vegetação completamente preservada,"Excelente praia de São Chico, a mais preservada em termos de natureza virgem. O mar calmo e tranquilo, excelente para crianças e pessoas com mais idade. Além de ser a mais bonita praia da ilha.","São Francisco do Sul, SC",30,14 de fevereiro de 2019,praia_do_forte
5,Lindo,"A praia é simplesmente linda além de limpa é muito bom para quem tem crianças pequenas, pois o mar  é muito calmo.","Rio Negrinho, SC",4,7 de fevereiro de 2019,praia_do_forte
3,Atenção aos detalhes.,Praia de água muito gostosa. Não tem nenhuma estrutura de barracas nem de aluguel de cadeiras e guarda sol. Precisa caminhar uns 200 m para chegar. Estava com minha mãe que tem dificuldade de locomoção e não foi legal. A praia é bem legal. Mas nem vende água. Leve tudo!,"Brasília, DF",92,27 de janeiro de 2019,praia_do_forte
5,MARAVILHOSA,"Praia no estilo que eu AMO. Mar cristalino, com poucas ondas. O ambiente é super agradável, tranquilo, a maioria dos frequentadores são família, muitos militares devido a localização, não dá vontade de ir embora! Leve seu lanche, sua cadeira e seu guarda sol, pois não tem quiosque na praia. Lá fora, perto da entrada do Forte, você encontrará um quiosque e mais adiante lanchonete, mas na praia, não tem!","Brusque, SC",37,21 de janeiro de 2019,praia_do_forte
4,Nossas Defesas.,"O forte foi construído com o objetivo de proteger nosso território dos invasores, possui muitos canhões e esquemas de defesa, um lugar para levar os filhos e desfrutar da linda vista.","Florianópolis, SC",63,21 de janeiro de 2019,praia_do_forte
4,Vale conhecer,"Fui conhecer a cidade de São Francisco do Sul. Fiquei hospedada no centro histórico e fui conhecer o forte. O lugar é uma 40 min de carro do centro histórico. A entrada do forte tem q passar pelo exército, vá de carro, pq o caminho é longo para chegar se no topo. O forte é bem conservado, e tem um museu lá. A vista é linda.","Osasco, SP",233,17 de janeiro de 2019,praia_do_forte
5,Um paraíso,"A praia mais linda e ambiente mais agradável que já visitei. De fato não há infraestrutura mas isso é o que torna o lugar tão especial. Águas calmas, cristalinas, sem ondas e quentes. Tem que levar cadeiras, guarda sol e uma coisinha para beliscar. Sorveteiros e água de coco ficam por ali. Passeio para repetir.","Piratininga, SP",135,16 de janeiro de 2019,praia_do_forte
5,Férias,"Praia de águas calmas e crislatina,tendo um forte com restaurante anexo,achei meio fraco mas tbm não ruim,ótima praia para curtir com a família e o lugar é de uma beleza incrível,eu indico para quem gosta de sussego,e levar um cooler e aconselhável",,19,16 de janeiro de 2019,praia_do_forte
4,Majestosa vista das praias,"Excelente história, proteção da baia de São Francisco,  magnifica vista e visita ao forte e praia local",,18,16 de janeiro de 2019,praia_do_forte
5,Maravilhosa,Praia lindissima totalmente limpa lugar perfeito para crianças brincarem tem varias trilhas para conhecer aguas cristalinas,,8,15 de janeiro de 2019,praia_do_forte
5,Praia linda,"A praia é lindíssima, e muito limpa, porém não há estrutura comercial, apenas os carrinhos de sorvete. Precisa levar cadeira e guarda sol. Como a faixa de areia tem pontos rebaixados, formam-se piscinas naturais, excelente para crianças e para quem quer relaxar!! A praia é cercada por uma área de mangue e restinga, onde é possível ver vários siris!",,38,15 de janeiro de 2019,praia_do_forte
5,Praia de águas calmas,"Maravilhosa praia limpa e de águas calmas, ideal para passar um dia com as crianças ou pra quem gosta de mar tipo lagoa, quase sem ondas. Água clarinha, praia super limpa, sem barracas (levem petisquinhos e bebidas).","São Paulo, SP",44,9 de janeiro de 2019,praia_do_forte
5,Bela paisagem,"Além da história do local, o visual é maravilhoso. A trilha que leva até o topo é íngreme. Alguns sobem a pé, mas recomendo subir de carro.","Itu, SP",61,4 de janeiro de 2019,praia_do_forte
5,Praia dos sonhos,"Quer uma praia tranquila, quase sem ondas, com a presença da natureza tanto o mar quanto a mata? Achou. Se puder leve sua máscara e snorquel você vai adorar.",,16,26 de dezembro de 2018,praia_do_forte
5,Linda vista,"Um passeio gostoso, com uma linda vista... vale à pena conhecer, parar para admirar o mar e visitar o museu.","Florianópolis, SC",17,14 de dezembro de 2018,praia_do_forte
5,Imperdível,"Local lindo e histórico. Acesso fácil e sob a proteção do Exército, no custo de simbólicos de R$ 2,00.","São Francisco do Sul, SC",95,10 de dezembro de 2018,praia_do_forte
5,Tranquilidade e Segurança,"Se você busca e quer tranquilidade essa é a praia certa em São Francisco do Sul. Uma praia de fácil acesso e que a tranquilidade é certa. O mar é calmo e convidativo sendo ideal para crianças. Além de ser tranquila é bem segura pois existe um forte no local. Aliás, vale muito a visita ao forte.","Curitiba, PR",846,25 de novembro de 2018,praia_do_forte
5,Beleza e tranquilidade,"A prais está localizada ao lado do Forte Marechal Luz, por isso além das belezas naturais e mar calmo é bem segura e tranquila. Fácil acesso de carro.","Itajaí, SC",424,18 de novembro de 2018,praia_do_forte
5,Praia super tranquila,"Lugar perfeito para descansar, mar tranquilo, praia limpa, e pouco movimentado super recomendo para quem tem criança","Cascavel, PR",9,7 de novembro de 2018,praia_do_forte
5,Naturalmente Praia,"a Praia do Forte recebe esse nome por ter sido construido pelo exercito   ali, o forte protetor da ilha ..uma bonita construção ao lado da praia. A praia  e natural nao tem nada artificial feita pela mao do homem a vegetação natural é preservada e nela é proibido armar barracas de acampamento,.A preservação da paisagem é mantida pelos  que ali frequentam,dela se pode apreciar grandes navios que aportam no Porto a pequena distancia,,,Para quem gosta de lugares com a natureza preservada é uma boa oportunidade para conhecer e desfrutar.","Porto Velho, RO",194,4 de novembro de 2018,praia_do_forte
4,Que praia!!,"Essa praia é excepcional, pois tem um mar tranquilo e a região é habitada por militares, logo tem um ""q"" de segurança muito bacana. A água é gelada, mas quem viaja pelo sul do país já sabe disso. O bom desse lugar é para as crianças, dá para deixá-las soltas para se divertirem o dia inteiro. Mais uma dica, leve o que comer e beber, não há quiosques por lá.","Cabo Frio, RJ",32,23 de outubro de 2018,praia_do_forte
5,FANTÁSTICO,"Loca fantástico, área reservada, águas calmas. Possui um restaurante de frutos do mar, mas que também serve outras refeições `a La carte, e no alto do morro, as ruínas de um antigo Forte, bem como um pequeno Museu que conta a história do local. Ideal para família com crianças.","Santa Maria, RS",16,14 de outubro de 2018,praia_do_forte
5,Excelente praia. Mar calmo com águas limpas,Excelente para famílias com crianças pequenas. Bem Em frente ao forte e ao museu. Não possui estrutura mas por outro lado as águas são limpas. Recomendo para um dia em família.,"Joinville, SC",996,28 de setembro de 2018,praia_do_forte
4,"Vista muito boa, passeio histórico","Local muito legal, pedacinho de história com ótima vista, passeio agradável, vale muito a pena conferir!","Dourados, MS",27,6 de setembro de 2018,praia_do_forte
5,Praia mais linda de São CHico!,"Essa é a minha praia favorita em São Francisco do Sul. Água extremamente limpa, traquinquila, com um visual sensacional. Sempre passo por lá.","Foz do Iguaçu, PR",4,10 de julho de 2018,praia_do_forte
5,A Mais bonita,"A praia é excelente, extremamente limpa e bem cuidada, além de calma em baixa temporada! Ir a São Francisco e não conhecer a praia é um Pecado.","Curitiba, PR",50,10 de julho de 2018,praia_do_forte
4,Lindo,"O forte é muito bonito, vale a pena conhecer. Tem uma vista muito linda. Melhor ir em dias ensolarados, para aproveitar melhor o passeio.","Pontal do Paraná, PR",251,28 de maio de 2018,praia_do_forte
5,Natureza Exuberante,"A praia fica em um recanto exuberante, além do banho de sol e praia, vale a pena registrar o por e o nascer do sol, que são verdadeiramente lindos.","Porto Alegre, RS",818,23 de abril de 2018,praia_do_forte
5,natureza pura,"Local onde a preservação da natureza é prioridade, muito rico em vegetação e com uma beleza estupenda","Viamão, RS",67,6 de abril de 2018,praia_do_forte
5,"""História a Flor da Pele""",Visitamos os canhões e o Museu sábado pela manhã. Tive a sorte de estar com um militar de carreira junto conosco ele nos explicou todos os detalhe e riqueza nas instruções saber que aquilo foi construído com muito poucos recursos tecnológicos então literalmente tudo no braço. Recomendo a todos a visita.,"Urubici, SC",99,9 de março de 2018,praia_do_forte
5,Nascedouro de caranguejos,"Praia tranquila, sem movimento, algumas vezes deserta. Tem um mangue onde é possível ver milhares de caranguejos bebês. Espetáculo à parte!","Porto Alegre, RS",37,3 de março de 2018,praia_do_forte
5,Lindo,Ahhhhhhh que lugar  lindo impecável os militares tomam conta do forte. Tem o museu os canhões vale a pena fazer uma visita a vista e incrível,"Curitiba, PR",99,14 de fevereiro de 2018,praia_do_forte
5,Férias em São Francisco,"Muito bonito, praia linda, com um mirante dentro do Forte de onde é possível ver a entrada da Baía. águas tranquilas bom para crianças.","Curitiba, PR",11,12 de fevereiro de 2018,praia_do_forte
4,Lugar lindo de se conhecer !,"Quem for a são francisco do sul e não visitar a praia do forte e o forte vai estar perdendo a oportunidade de conhecer um lugar lindo e único, esse forte tem uma vista fantástica !",Paraná,16,27 de janeiro de 2018,praia_do_forte
3,Local de Bela paisagem,Local administrado pelo Exército recebe dele um ótima conservação no que diz respeito ao Patrimônio. Quanto ao Museu é muito fraco e de longe dá a idéia da importância estratégica do local. Tem Bela paisagem e proporciona belas fotos e selfs,"Porto Alegre, RS",172,23 de janeiro de 2018,praia_do_forte
1,Muito bom,"Gostei muito, um mergulho na historia, tem infra estrutura de um resort, conta com um museu muito interessante.",,8,19 de janeiro de 2018,praia_do_forte
3,Razoavel,E preciso andar muito do estacionamento ate a praia. Nao ha sombra. E preciso levar a propria cadeira de praia e guarda-sol face nao haver servico de aluguel.,"Rio de Janeiro, RJ",16,7 de janeiro de 2018,praia_do_forte
4,muito legal,boa para se mergulhar nadar ate cansar. boa faixa de areia e ainda pode chegar a outra praia caminhando,"Campinas, SP",111,5 de janeiro de 2018,praia_do_forte
5,lugar lindíssimo,"uma praia linda, água cristalina, mas sem qualquer estrutura de apoio.  Um lindo passeio, mas necessário levar tudo: bebida, cadeira, barraca, etc",,154,3 de janeiro de 2018,praia_do_forte
5,Excelente lugar,"Excelente lugar para passear em família esposa e filhos, linda paisagem muito bom momento de ver dados históricos;","Joinville, SC",3,31 de dezembro de 2017,praia_do_forte
4,"Águas calmas ou agitadas, você escolhe","Uma mureta no início da praia separa a área aberta a banhistas da área reservada aos militares. No canto direito da praia o mar possui ondas calmas e indo para a esquerda da praia, o mar deixa de ser calmo e dá lugar as ondas.","Maringá, PR",532,28 de dezembro de 2017,praia_do_forte
4,Praia calma e linda!,A praia é linda! Com um por do sol maravilhoso! A subida até o forte (de carro) vale muito pela vista e o mini museu de guerra!,,9,25 de dezembro de 2017,praia_do_forte
4,Praia quase deserta,"Fomos na segunda quinzena de dezembro. A praia não tem ambulantes, nem quiosques ou guarda-sóis. Pouquíssimas pessoas estavam na praia. O mar é bem calmo e bom para crianças. Próximo à entrada da praia, há um forte, cuja visita é bem interessante.","Brasília, DF",340,23 de dezembro de 2017,praia_do_forte
5,"Calma, limpa e bem preservada","Por ser uma praia mais distante que fica do lado da base do exército, ela é muito agradável, sem a loucura de praias mais populares. De opção para comida, há um restaurante na base militar e um quiosque antes da entrada para a praia, apenas. Estacionamento é algo limitado também. Se chegar cedo, tem lugares pra estacionar, mas poucos. Há um estacionamento pago no local também, mas pequeno. A dica é chegar de manhã cedo, com um lanche e ficar o máximo possível, pois saiu, perdeu o lugar. Por ser mais restrita, ela não lota tanto, e tem uma larga faixa de areia, porém a praia é mais curta. A água é muito cristalina e na maré mais baixa é possível andar um longo trecho sem problemas com correnteza. Vale visitar uma lagoa que forma na região. Outra dica, leve tudo o que precisar quando for pra praia, porque voltar no carro é longinho...","Joinville, SC",78,13 de dezembro de 2017,praia_do_forte
3,Excelente vista,"Local para conhecer a história, alguns canhões ainda são ativos, $ 2 reais por pessoa para visitar Pouca sombra e uma boa vista da praia","Gaspar, SC",29,16 de novembro de 2017,praia_do_forte
4,"Já foi excelente, mas...","...está virando uma ""praia de farofeiros"". Antigamente era um lugar tranquilo e frequentado por famílias. Hoje não é raro encontrar gente indo com aquelas caixas de som portáteis e barulhentas para ir impor seu mau gosto ao mundo. Passamos lá 5 anos, esse ano não vamos. Mas ainda assim é um bom passeio. A visita ao Forte é obrigatória, e no mesmo Forte tem um bom restaurante.","Rio do Sul, SC",192,15 de novembro de 2017,praia_do_forte
5,Excelente praias,"Muito recomendo, boa praia para levar família incluindo crianças, águas calmas e limpas, na entrada da baía, pena ser fraca em infraestrutura para receber o turista.","Joinville, SC",15,13 de novembro de 2017,praia_do_forte
4,lugar muito bom.de um verde maravilhoso.,"a vista lá de cima,é espetacular,voçe consegue visualizar toda as prais[as,são demonstrados tamb~em,canhoes antigos,que eram usados na guerra,muito interessante.","São Francisco do Sul, SC",12,19 de outubro de 2017,praia_do_forte
2,Nada acrescentar,"Não vi NADA demais. Chegamos e estava fechado para almoço,! Tem um restaurante no local, que também estava fechado! A subida a pé é impossível! Muito longa.de carro está bem judiado o trajeto!!! Não recomendo.","São Paulo, SP",151,18 de setembro de 2017,praia_do_forte
5,Lindo lugar para se conhecer,"Museu histórico com ótima estrutura, para entrar há um valor simbólico de r$2,00 reais o local conta com restaurantes e você pode subir de carro para o mirante e ver as demais atrações do local como canhão de 1909....","Jundiaí, SP",40,11 de setembro de 2017,praia_do_forte
4,vista muito bonita,"Recomendo o passeio, é um local muito bonito e muito interessante para se conhecer.Para passear no forte é preciso um pouco de folego, pois tem uma subida meio ingreme. Mas o local é espetacular A praia é muito bonita e vale a pena conhecer","Curitiba, PR",499,3 de setembro de 2017,praia_do_forte
5,Bela Praia,"Uma bela praia, calma, muito boa para ir com crianças. Praia limpa e bem tranquila . Não é muito fácil de estacionamento, mas vale a pena andar um pouco.","São Francisco do Sul, SC",30,24 de agosto de 2017,praia_do_forte
5,História e relax,"Local de visitação obrigatória para quem visita a ilha! O Forte é bem legal e está sempre bem cuidado. Pagando uma pequena taxa ( R$ 2,00 por pessoa ) você pode entrar com o carro e ir até o topo da base militar, onde fica o Forte em si e um belo mirante. A praia é muito boa, calma e limpa. Ideal para as crianças.","Blumenau, SC",152,2 de agosto de 2017,praia_do_forte
5,Praia do forte,"Areia branquinha, água cristalina, mirante no forte, sossego e paz para os que querem fugir da agitação das praias mais movimentadas",,34,29 de julho de 2017,praia_do_forte
4,Visual incrível que se tem,"Fica situado dentro de área militar, era um antigo forte para defesa do porto de São Francisco do Sul. Dentro há um pequeno museu, com poucas mas interessantes informações. O local está bem cuidado, fica sobre um morro, e o visual é incrível lá de cima. O ingresso é simbólico, e vá de carro, pois subir o morro será cansativo. Aproveite e bata muitas fotos!","Blumenau, SC",314,27 de julho de 2017,praia_do_forte
4,Interessante.,Um pequeno museu e instalações externas bem conservadas. A vista da baía e do Farol da Ilha da Paz  é linda!,"Curitiba, PR",13,18 de julho de 2017,praia_do_forte
5,praia maravilhosa,"o que dizer do forte ,bem essa praia é tao limpa que se olhar para baixo ver bolachinhas, do mar ver seus pés, é uma piscina na praia amo esse lugar.. logo voltarei","Curitiba, PR",20,24 de junho de 2017,praia_do_forte
5,Lindo,Eu e meu namorado fomos completados com vista maravilhosa ao chegar ao Praia do Forte. Fiquei maravilhada com vista consegui ver os portos pois o dia estava lindo.,,5,7 de junho de 2017,praia_do_forte
4,Agradável,É uma praia calma e agradável. O Museu é bem interessante para quem gosta de história. A vista é LINDA! Um local para passar uma tarde.,"Timbó, SC",32,6 de junho de 2017,praia_do_forte
5,Lugar bonito,"Local interessante para ser visitado... A praia é linda, o pequeno Museu é incrível! Fiquei fascinada com a história assim como a beleza do local, vista maravilhosa.",,11,23 de maio de 2017,praia_do_forte
5,Excelente praia,Excelente praia na região sul do país! Fui conhecer através de recomendações que recebi em Curitiba-Pr. Foi um passeio incrível!,Goiás,40,28 de abril de 2017,praia_do_forte
5,Praia calma,"Praia bem calma, excelente para banho. Entre a rua e a praia, tem uma pequena área de inundação do mar que pode ser atravessada ou contornada para acesso à faixa de areia. Não tem nenhuma infraestrutura. Quando fomos, o único quiosque estava fechado e o restaurante dentro da área militar no seu canto direito, havia sido fechado e desocupado pela Marinha. É bom se precaver e levar comidas e bebidas.","Bragança Paulista, SP",387,19 de abril de 2017,praia_do_forte
4,Linda praia,"Praia bonita, de água bem calmas, uma longa faixa de areia. Não tem nenhuma estrutura, sendo assim tem q levar tudo: cadeiras guarda-sol etc. Aproveite a visita e suba no forte, a vista é bela lá de cima.","Goiânia, GO",329,17 de abril de 2017,praia_do_forte
5,Narureza exuberante,"Praia retirada, sendo necessário ir de carro. Natureza exuberante, praia limpa e bem sussegada. Mar calmo bom para ir com crianças.","Curitiba, PR",46,3 de abril de 2017,praia_do_forte
5,muito linda!!!,"Praia linda, um pouco distante do centro , precisa ir de carro, para passar o dia  lá precisa levar uma cesta de pic-nic, pois não tem estrutura, quiosque, cadeira , quarda - sol, etc... mas quem estiver lá ilha precisa conhecer.","São Paulo, SP",93,21 de março de 2017,praia_do_forte
4,Lugar historico!,"Lugar fantastico, que guarda muita historia. Vale o passeio, subida ao forte de estrada de chão, cuidado com o carro.","Pinhais, PR",14,20 de março de 2017,praia_do_forte
4,FORTE MAL LUZ E SUA PRAIA,"excelente...distante mas com água límpida e mar calmo.....é um ótimo passeio . O FORTE ,MAL LUZ guarda parte da historia local e seu mirante da aceso visual e imperdivel a toda entrada na BAIA DA BABITONGA.","São Francisco do Sul, SC",33,14 de março de 2017,praia_do_forte
4,Uma Bela Paisagem,"Um belo local, praia tranquila em frente ao Forte Marechal Luz, um recanto bonito com larga faixa de areia.",,603,14 de março de 2017,praia_do_forte
4,Ótima para banho,"Praia limpa e de águas tranquilas. Não tem estrutura como barracas, restaurantes etc. Então, a pessoa tem que levar cadeiras, guarda-sol, bebidas etc, se assim desejar. Ótimo para passar o dia.","Campo Grande, MS",34,3 de março de 2017,praia_do_forte
5,Praia tranquila,"Praia muito tranquila, ótima para crianças. Mar com poucas ondas e a segurança de ser ao lado do batalhão do exército.","Joinville, SC",29,28 de fevereiro de 2017,praia_do_forte
5,Local maravilhoso,"Praia sem onda, perfeita pra quem vai com crianças ou até mesmo pra quem não gosta de ondas. Local muito tranquilo, com água limpa; excelente pra descansar e curtir o mar de águas calmas.","Santo Antônio da Platina, PR",75,17 de fevereiro de 2017,praia_do_forte
5,Excelente para crianças,"Praia bem calma e tranquila, principalmente, pela manhã, quando a maré está baixa, formando piscinas naturais separadas do mar aberto, tornando excelente opções para crianças pois, não têm ondas e correntezas. O legal é que grandes navios cargueiros passam ali perto com a maior tranquilidade, enquanto os banhistas aproveitam a água, se tronando uma atração a mais para os visitantes. Água bem quentinha.","Curitiba, PR",15,14 de fevereiro de 2017,praia_do_forte
5,Agradável,Vale a pena para quem tem criança. Praia calma em baía protegida. Ainda tem o Forte militar que merece uma visita no museu e fazer fotos do mirante!,"São Francisco do Sul, SC",96,14 de fevereiro de 2017,praia_do_forte
4,Mar calmo e limpo,"A Praia do Forte é uma das melhores de São Francisco do Sul. O mar é muito calmo, ótimo para criança. No canto da praia próximo ao morro, tem um banco de areia, e quando a maré está mais baixa, forma-se um tipo de piscina natural. O mar é limpo, a areia é clara e firme, boa para caminhadas. No acesso à praia existem vagas de estacionamento junto à estrada e estacionamentos particulares (que oferecem locais para limpar os pés e as cadeiras). É necessário caminhar um bom trecho entre a estrada e a praia. Nos finais de semana a praia é muito procurada, melhor chegar cedo.","Mafra, SC",109,12 de fevereiro de 2017,praia_do_forte
3,"A praia é boa, e o ponto alto é a visita ao forte Marechal Luz","A praia é tranquila boa para se frequentar principalmente com criança, pois a faixa de areia é grande, mas indispensável é a visita ao Forte Marechal Luz, paga se uma pequena taxa de R$ 2,00, a subida ao topo do forte é feito por uma estrada cercada de mata nativa com alguns mirantes e quando se chega ao topo a visão é maravilhosa, existe um museu simples mas que vale a pena ser visitado os canhões apontados para o mar é outro destaque, um lugar que mistura história e natureza,","Osasco, SP",49,8 de fevereiro de 2017,praia_do_forte
4,Férias,"Muito bom ao ter conhecimentos sobre o forte,  ter  acesso às armas e uniformes da época.  Sentir um arrepio ao entrar na cela e imaginar quem esteve ali. Com histórias de como era qdo avistava-se um navio e o sentinela descia o morro correndo avisar o Comandante",,13,7 de fevereiro de 2017,praia_do_forte
5,muito bom para crianças,a praia é bem calma e conta com bancos de areia que permitem que o banhista sente-se no meio da praia,"Londres, Reino Unido",218,7 de fevereiro de 2017,praia_do_forte
5,"Lugar lindo, que guarda parte da história da região, com certeza deve fazer parte do roteiro de viagem.","Lugar lindo, que guarda parte da história daquela região de forma fantástica, esse passeio não pode ficar de fora do roteiro da viagem.",,2,4 de fevereiro de 2017,praia_do_forte
4,Praia calminha,"Delícia de praia. O problema é que na alta temporada reúne farofeiros. Fora destas datas é uma praia limpa, tranquila e com natureza bem conservada. Da pra ver peixinhos. Cuidado com águas vivas!  Da pra ir de carro e aproveite pra conhecer o forte. A vista é linda.",,13,3 de fevereiro de 2017,praia_do_forte
4,Lugar histórico,Lugar interessante para conhecer se estiver por São Francisco. Ótimo lugar para apreciar a vista do mar,,24,2 de fevereiro de 2017,praia_do_forte
4,Visita ao forte marechal luz e por do sol,"Visitamos as instalações antigas e históricas do forte marechal luz, observamos o por do sol do alto do local de visitação.","São Bento do Sul, SC",16,2 de fevereiro de 2017,praia_do_forte
5,Maravilhosa,"Praia tranquila, com um por do sol maravilhoso. Poucas ondas, areia limpinha. O forte é uma vista a parte. É tudo lindo demais, assim como a maior parte de Floripa. Lugar maravilhoso pra quem gosta de tirar fotos ou pra simplesmente passar o dia. Muito bom mesmo.","São Paulo, SP",148,31 de janeiro de 2017,praia_do_forte
5,Praia com ondas calmas e natureza exuberante,"ótima para crianças, quando a maré baixa, forma uma piscina linda onde pudemos ver ouriços do mar, peixinhos, muiros siris perto do mangue.","Rio Negro, PR",24,30 de janeiro de 2017,praia_do_forte
