praia,aspecto,aspecto_nome,n_avaliacoes,n_mencoes,pct_mencoes,nota_media,nota_mediana,pct_negativas,pct_positivas,confianca_media,exemplos_evidencia
praia_de_são_miguel,tranquilidade,Tranquilidade,54,14,25.93,4.64,5.0,7.14,92.86,0.98,"Praia bastante pacata | Praia tranquila, para relaxar | Lugar tranquilo | Praia tranquila | praia tranquila | Praia bem tranquila | muito barulhenta. Muitos bares e restaurantes, cada um com sua musica | É tranquila | Praia de descanso | Sossegada | Um lugar tranquilo | lugar tranquilo... busca paz e sossego | calma"
praia_do_forte,acesso_estacionamento,Acesso / estacionamento,383,70,18.28,2.91,3.0,45.71,30.0,0.93,"Acesso fácil | Fácil acesso de carro | Acesso tranquilo | Tem estacionamento. Pode subir de carro | Falta somente um bom lugar para estacionar. | difícil acesso | pouco lugar... deveria ter um bom lugar para carros | acesso por pista simples | O acesso é fácil de carro ou transporte público | tem uma muito difícil acesso | Difícil acesso! ... só passa um carro de cada vez | difícil de chegar... estrada estreita, feita de pedras... pedras são lisas | Estacionamento que é ruim | ruim de estacionar"
praia_do_forte,beleza_natural,Beleza natural,383,142,37.08,4.89,5.0,1.41,97.89,0.97,"A praia é simplesmente linda | desfrutar da linda vista | A vista é linda | A praia mais linda | Majestosa vista das praias | Praia lindissima | visual é maravilhoso | linda vista | natureza preservada | Linda praia. Praia bonita | muito linda!!! | Um belo local... recanto bonito | por do sol maravilhoso | praia ser linda, água cristalina | uma das praias mais bonitas que já vi | Paisagem bonita | Praia bonita | Uma praia muito bonita! | visual é muito bonito | bela | linda visão do local | Luga"
praia_do_forte,comercio_servicos,Comercio / servicos,383,48,12.53,3.4,4.0,33.33,52.08,0.93,"nem vende água | Falta barraquinhas e ambulantes | Não tem muita opção de refeições ou lanches | restaurante do Rui... serve ótimos frutos do mar | ótima comida | conta com bares e restaurantes | diversas opções de restaurantes | bastante restaurantes pra comer, com variedades de alimentos | não tem vendedores de comida | não tem quiosques nem bares por perto | Não tem estrutura para visitantes | Possui um restaurante de frutos do mar | nao haver servico de aluguel | tomar uma agua de cocô com p"
praia_do_forte,custo_beneficio,Custo-beneficio,383,23,6.01,4.09,4.0,13.04,78.26,0.94,"custo de simbólicos de R$ 2,00 | paga se uma pequena taxa de R$ 2,00 | Entrada por R$ 2,00 | não compensa se for ir apenas lá | preço razoável | a entrada é gratuita | valor simbólico para acessa o forte | Cobram um valor simbólico | taxa irrisória | paga R$ 2,00 por pessoa e super vale a pena | preço acessível | Preço: adultos R$ 3,00 - Estudantes R$ 1,50 | museu que se paga R$2,00 para conhecer não tem nada que vanha a pena | É cobrado R$2,00/pessoa. Idosos não pagam. | paga-se para entrar..R$"
praia_do_forte,familia_criancas,Familia / criancas,383,75,19.58,4.95,5.0,1.33,98.67,0.97,muito bom para quem tem crianças pequenas | a maioria dos frequentadores são família | ótima praia para curtir com a família | lugar perfeito para crianças brincarem | bom para ir com crianças | ótima para crianças | perfeita pra quem vai com crianças | excelente opções para crianças | Vale a pena para quem tem criança. | boa para se frequentar principalmente com criança | fantastica praia para ir com crianças | Ótima praia para ir com crianças | Bom para crianças pequenas | Excelente para quem 
praia_do_forte,infraestrutura,Infraestrutura,383,49,12.79,2.57,2.0,69.39,26.53,0.94,"Não tem nenhuma estrutura de barracas nem de aluguel de cadeiras | não tem quiosque na praia | não há estrutura comercial | não há quiosques por lá | Não tem nenhuma infraestrutura. | Não tem nenhuma estrutura | não tem estrutura, quiosque, cadeira , quarda - sol | Não tem estrutura como barracas, restaurantes etc. | pouca estrutura | sem qualquer estrutura de apoio | acesso à praia acessível para cadeirantes, banheiros no local | O Forte de São Francisco do Sul está muito bem conservado | os ba"
praia_do_forte,limpeza,Limpeza,383,65,16.97,4.69,5.0,7.69,92.31,0.97,"Limpeza | além de limpa | totalmente limpa | muito limpa | praia super limpa | praia limpa | Praia limpa | água limpa | areia é clara e firme | areia limpinha | água muito limpa | Mar transparente | limpo | limpa | águas... cristalinas | Água muito limpa | muito bem cuidada | bem preservada | É bem cuidada e ainda encontra-se preservada | Muito limpa | Água limpa | Agua limpinha | a água é limpa | Praia bonita porém suja | praia limpa, água limpa | águas limpas | Água extremamente limpa | extrem"
praia_do_forte,mar_banho,Mar / banho,383,129,33.68,4.8,5.0,0.78,93.8,0.96,"o mar é muito calmo | Mar cristalino, com poucas ondas | Águas calmas, cristalinas, sem ondas | Praia de águas calmas e crislatina | aguas cristalinas | formam-se piscinas naturais, excelente para crianças | águas calmas... quase sem ondas. Água clarinha | quase sem ondas | O mar é calmo | mar tranquilo | Praia calma. Praia bem calma, excelente para banho. | água bem calmas | Mar calmo bom para ir com crianças. | água límpida e mar calmo | águas tranquilas | Mar com poucas ondas | Praia sem onda"
praia_do_forte,seguranca,Seguranca,383,19,4.96,4.74,5.0,5.26,89.47,0.96,"segurança | bem segura pois existe um forte no local | além das belezas naturais e mar calmo é bem segura | região é habitada por militares, logo tem um 'q' de segurança muito bacana | segurança de ser ao lado do batalhão do exército | segura | muito segura pois faz parte do exército brasileiro | deixá-las brincar sem se preocupar muito com a segurança | local para deixar o carro com segurança | tem salva vida | segura. O mar é seguro | em relação a roubo, e segurança pode ficar despreocupado | "
praia_do_forte,tranquilidade,Tranquilidade,383,94,24.54,4.69,5.0,5.32,90.43,0.96,"O ambiente é super agradável, tranquilo | indico para quem gosta de sussego | Quer uma praia tranquila | tranquilidade é certa | Praia super tranquila | bem sussegada | praia tranquila | Praia muito tranquila | Local muito tranquilo | Praia é tranquila | Praia tranquila | praia praticamente deserta | Tranquila | Praia calma e limpa. tranquila | Lugar calmo. Ideal para família ou quem deseja mais sossego | bem retirada e tranquila | Local tranquilo | Não costuma ter bagunceiros, é uma praia tranq"
praia_do_geremias,acesso_estacionamento,Acesso / estacionamento,48,15,31.25,2.53,2.0,66.67,26.67,0.94,"acesso por escada. Não é possível estacionar carro | local mal tem lugar para estacionar | acesso um pouco difícil e sem estacionamneto | acesso pelo Caminho das Cabeçudas | Fácil acesso, inclusive de bike | local de fácil acesso | não há muitas opções por perto para estacionar | espaço mínimo para quem vai de carro... dificultando muito o trânsito | acesso ser um pouco ruim | O estacionamento é pequeno, para conseguir lugar tem que chegar cedo | Ha apenas um espaço reduzido próximo para estacio"
praia_do_geremias,beleza_natural,Beleza natural,48,14,29.17,4.57,5.0,7.14,92.86,0.95,"Linda praia | Praia linda | vista é de tirar o folego | um charme | vista maravilhosa | Não vi beleza alguma | A praia é bonita | gostei muito da paisagem, da água | Uma escultura natural, encontra-se próximo a essa praia | Cercada por formações rochosas | é muito bonita | prainha é bonitinha | a paisagem é bem legal | natureza é generosa"
praia_do_geremias,comercio_servicos,Comercio / servicos,48,1,2.08,4.0,4.0,0.0,100.0,0.9,tem comércio nas proximidades
praia_do_geremias,familia_criancas,Familia / criancas,48,12,25.0,4.92,5.0,0.0,100.0,0.95,"apropriado para quem tem crianças pequenas | excelente escolha para famílias que possuem crianças | ideal para famílias com crianças | Praia Maravilhosa pra Levar crianças | gostosa para levar crianças | ótimo local para levar os filhos | Praia familiar | Excelente para um banho de mar, principalmente com crianças | Excelente para levar as crianças | inclusive para quem tem crianças | Bom para curtir com a família | prefere um ambiente mais familiar"
praia_do_geremias,infraestrutura,Infraestrutura,48,6,12.5,2.67,2.0,66.67,33.33,0.91,"não tem uma estrutura de serviço de praia | não tem banheiros nem comércio de alimentação perto | local oferece infra estrutura | reformando o calçadão de acesso, sem infraestrutura | Lá tem aquelas duchas pra se lavar, mas está meio precário. Precisa de manutenção | tem estrutura para receber o turista"
praia_do_geremias,limpeza,Limpeza,48,8,16.67,3.38,4.0,37.5,50.0,0.96,"quantidade de algas, lixo | água suja | limpa | limpas | A praia é super limpa | águas [...] limpas | as vezes tem algas...e isso nao eh bom | o unico problema são as churrasqueiras que o povo deixa na areia"
praia_do_geremias,mar_banho,Mar / banho,48,14,29.17,4.79,5.0,7.14,92.86,0.95,"Lugar maravilhoso para quem não sabe nadar | poucas ondas | águas calmas | em dias de ressaca o banho não é recomendado | mar calmo, para crianças ótimo lugar | Praia calma | águas calmas e tranquilas | águas calmas e limpas | Suas águas são claras e tranquilas | águas são rasas e tranquilas para banho | o mar compensa | as ondas também, bom para ir com a família"
praia_do_geremias,seguranca,Seguranca,48,2,4.17,5.0,5.0,0.0,100.0,0.96,muito segura | era e é uma praia segura
praia_do_geremias,tranquilidade,Tranquilidade,48,13,27.08,4.77,5.0,7.69,92.31,0.95,"mais tranquila, menos disputada | algo mais sossegado | Praia bem tranquila | lugar tranquilo | lindo, tranquilo e de muita paz | bem tranquilo | Pensa num lugar que dá vontade de parar ali e não sair nunca mais | Tranquilidade é o atrativo desta praia | quem não gosta muito de agitação | É uma praia muito tranquila | E bem tranquila | otima para aproveitar a tranquilidade | super vazio... achei deserta e um pouco estranha"
praia_do_poá,acesso_estacionamento,Acesso / estacionamento,10,3,30.0,1.67,2.0,100.0,0.0,0.95,Um pouco de dificuldade de acesso | não tem estacionamento | não ter estacionamento fácil
praia_do_poá,beleza_natural,Beleza natural,10,3,30.0,5.0,5.0,0.0,100.0,0.95,achei a mais bonita de Penha | A praia é muito linda | Paisagem espetacular...que deixam a paisagem mais linda ainda
praia_do_poá,comercio_servicos,Comercio / servicos,10,2,20.0,3.5,3.5,0.0,50.0,0.9,há apenas um quiosque... Valor mediano | Na temporada há ambulantes que vendem picolés e sorvetes e lanches
praia_do_poá,familia_criancas,Familia / criancas,10,3,30.0,5.0,5.0,0.0,100.0,0.95,incrível para quem deseja uma praia para passear com a família | agradavel para ficar com os amigos e a familia | Normalmente frequentada por famílias com crianças
praia_do_poá,infraestrutura,Infraestrutura,10,2,20.0,2.5,2.5,50.0,50.0,0.92,sem infraestrutura (banheiros e restaurantes ou quiosques) | Conta com infraestrutura de hospedagem e alimentação nas redondezas
praia_do_poá,limpeza,Limpeza,10,5,50.0,3.2,3.0,40.0,40.0,0.92,"muitos entulhos na areia | bem preservada | qualidade da água duvidosa, pois havia um esgoto próximo | natureza preservada | Muita vegetação na água"
praia_do_poá,mar_banho,Mar / banho,10,7,70.0,5.0,5.0,0.0,100.0,0.94,"Praia exelente para banho | perfeita para nadar | Praia calma com poucas ondas | água estava bem limpinha | Água limpa, transparente | águas calmas e claras"
praia_do_poá,tranquilidade,Tranquilidade,10,4,40.0,4.5,4.5,0.0,100.0,0.94,Praia com pouquíssimo movimento | não tinha muita gente | Praia com pouco movimento | Bem reservada
praia_do_trapiche,acesso_estacionamento,Acesso / estacionamento,25,4,16.0,5.0,5.0,0.0,100.0,0.94,fácil acesso | acesso é fácil e tranquilo
praia_do_trapiche,beleza_natural,Beleza natural,25,8,32.0,4.62,5.0,0.0,100.0,0.96,"Uma das mais bonitas que já vi na vida | Pôr do sol espetacular. Paisagem linda | Praia muito bonita | tem um belo visual | Muito linda a praia | Lugar bonito e agradável | a paisagem é muito bonita, principalmente no por do sol | A paisagem é bonita"
praia_do_trapiche,comercio_servicos,Comercio / servicos,25,6,24.0,4.33,4.0,0.0,100.0,0.93,"Tem quiosques e bares | possuí bons restaurantes | boa estrutura de comércio | jantar no restaurante Be Happy. Valeu a pena! | infraestrutura de bares e vendedores ambulantes | o quiosque Casa de Chita, os donos são extremamente simpáticos"
praia_do_trapiche,familia_criancas,Familia / criancas,25,4,16.0,3.75,4.0,25.0,50.0,0.93,"Excelente para crianças pequenas | perfeita para crianças | por esse motivo não é tão recomendável para crianças | Fui com meu marido, 2 filhos adolescentes e 2 filhos crianças"
praia_do_trapiche,limpeza,Limpeza,25,9,36.0,1.67,1.0,88.89,11.11,0.97,"Praia muito suja | Praia suja, com esgoto | esgoto das pousadas... peixinhos mortos na areia | extremamente suja, esgoto correndo para o mar, óleo jogado na praia | Praia suja... Areia super suja, tinha tudo quanto é tipo de lixo | pouco de lixo espalhado pelos turistas | com lixo espalhado | bem tranquila e limpa | Praia suja"
praia_do_trapiche,mar_banho,Mar / banho,25,16,64.0,3.25,3.5,37.5,50.0,0.95,"Praia calma, sem ondas | Águas calmas, bom para crianças | Mar calmo. Águas limpas. | imprópria para banho | Aguás limpas e tranquilas | A água é imprópria para banho | praia estava imprópria para banho | Imprópria para banho | águas calmas | Não recomendo ir para banho | mar nessa parte é calmo | sem ondas | aguas tranquilas | a praia não é própria para banho | Algumas partes não são próprias para banho | tem algumas pedras na areia debaixo d'água"
praia_do_trapiche,seguranca,Seguranca,25,2,8.0,1.5,1.5,100.0,0.0,0.94,"não possui salva vidas na praia, não recomendo para banho | Local ao redor estava meio escuro a noite"
praia_do_trapiche,tranquilidade,Tranquilidade,25,8,32.0,4.5,5.0,12.5,87.5,0.95,"O lugar é tranquilo | Praia calma, sem muito movimento | calma.e romântica | praia super calma | Tranquila | bem sossegada | Muito tranquila | super lotada"
praia_estaleiro,acesso_estacionamento,Acesso / estacionamento,153,63,41.18,2.59,2.0,53.97,22.22,0.94,acesso fácil através do estacionamento particular que há no local | descendo uma picada na mata com certa dificuldade | facilidade de acesso por um estacionamento particular | uma trilha ingrime que para voltar cansa um pouco | trilha de 5 min de descida | difícil acesso | estrada para chegar até a praia é estreita e tem que tomar cuidado | estrada pequena... com buracos | acesso de carro é um pouco difícil | seu acesso pois devido as chuvas o caminho ficou extremamente escorregadio e cheio de l
praia_estaleiro,beleza_natural,Beleza natural,153,44,28.76,4.98,5.0,0.0,100.0,0.98,"praia que surpreende em beleza, e quando esta vento sul então é paraíso total | paisagem exuberante | Muito linda a praia | Linda Praia. Lugar preservado | natureza exuberante mar azul | Pira mais linda de todas | vista da encosta e do mar azul | A praia é maravilhosa, encantadora, linda | praia mais linda de Bombinhas | a praia é muito bonita | A praia mais bonita... da região | Praia maravilhosa... Lugar Lindo! | A praia mais bonita | vista deslumbrante do mar | Lugar paradisíaco lindo espetac"
praia_estaleiro,comercio_servicos,Comercio / servicos,153,36,23.53,3.86,4.0,13.89,69.44,0.92,"bar e restaurante de apoio, com preços honestos e bom atendimento | Não possui comércio | não tem nenhum restaurante nem lanchonete | Restaurante Batuque na Cozinha, com seus excelentes pratos | disse-nos que o que foi pago seria descontado na consumação... Nada foi descontado | barzinho que serve bons petiscos por um otimo preço | pequeno restaurante rústico, com atendimento direto na areia | quiosque com atendimento na areia | barzinho que serve petiscos e refeições saborosas a um preço justo "
praia_estaleiro,custo_beneficio,Custo-beneficio,153,9,5.88,2.89,3.0,44.44,22.22,0.9,"petiscos a preços justos | custa salgados 20 reais | Necessário pagar estacionamento que pode chegar a 50 reais | acesso custa R$20,00... preços turisticos | Valor de Rs 15,00 | valor varia de 30 a 50reais | valor do estacionamento era bem salgado pelas condições | É cobrado estacionamento, 20 reais. | estacionamento pago"
praia_estaleiro,familia_criancas,Familia / criancas,153,22,14.38,4.82,5.0,4.55,95.45,0.96,"tranquilo com a família e crianças | Mar muito bom para crianças pequenas! Raso e tranquilo. | Praia agradável para criancas | Ondas fraquinhas, ideal para quem tem crianças. | bom lugar para família e para crianças | Otimo para quem não sabe nadar muito bem e/ou tem crianças. | Praia pequenina para passear com as criancas | ambiente família, ideal para crianças se divertirem | otima pra passear com a familia | Perfeito para famílias com crianças pois a baía é pequena, águas tranquilas | Delicio"
praia_estaleiro,infraestrutura,Infraestrutura,153,19,12.42,2.74,2.0,57.89,36.84,0.92,"sem qualquer infraestrutura | falta de estrutura para quem vai com crianças | lá não há infra-estrutura | Faltou uma ducha de agua doce! | não vi duchas | oferece chuveirinho na rua e banheiro | quase sem infraestrutura | há também um trapiche no qual você pode pular | possui quiosque de praia e estacionamento | Não tem muita estrutura | peca em um pouco de infraestrutura | Local com estacionamento e restaurante | estrutura para os turistas, porem ainda carece de mais atenção | Os chales sao mui"
praia_estaleiro,limpeza,Limpeza,153,32,20.92,4.88,5.0,3.12,96.88,0.97,"agua mais limpa da regiao | Praia limpa! | aparaia é limpa | areia fininha bem branca | águas limpas | água limpa e transparente | A agua é muito limpa | água limpa para banho | água cristalina | praia limpa | Agua limpa | Água cristalina e excelente visibilidade | águas dessa praia são cristalinas | as águas são transparentes | águas são transparentes | Aguas calmas e limpas | Águas claras, limpa | areia bem limpa | quantidade de lixo que encontramos boiando | limpa, cristalina | super limpa | "
praia_estaleiro,mar_banho,Mar / banho,153,67,43.79,4.76,5.0,1.49,92.54,0.97,"água cristalina, peixes nadando ao redor | água cristalina, mar manso | Mar calmo e água clara | aguas cristalinas. Mar tranquilo | Agua verdinha, limpíssima | ótima pra mergulhar... água transparente | água mais cristalina | mar calmo e pra quem mergulha então é muito show | águas calmas | Mar espetacular, transparente | ponto especial para nadar, e principalmente para mergulhar | águas são transparentes e calmas | Aguas calmas e mornas | mar mais calmo | águas calmas e cristalina | poucas onda"
praia_estaleiro,seguranca,Seguranca,153,5,3.27,3.6,3.0,20.0,40.0,0.89,a praia é bastante agitada e já presenciamos vários incidentes. | é seguro | costão ótimo para mergulhar em segurança | não observei se tem salva vidas | dis o segurança que agora é ária particular
praia_estaleiro,tranquilidade,Tranquilidade,153,40,26.14,4.8,5.0,2.5,95.0,0.96,"lugar tranquilo | Point reservado | Praia tranquila | uma praia super tranquila | procura descanso | Praia deserta | gostam de sossego | pouco movimento | Bem tranquila | Muito tranquila... é bem tranquila. | Lugar super calmo | Praia para relaxar | pequena e intimista... com poucas pessoas | lugar agradavel, sossegado | Praia tranquila e reservada | praia é exclusiva | Praia isolada... um paraíso para curtir e relaxar | protegida do movimento | Familiar, não tem muvuca | Poucas pessoas no local"
praia_itaguaçu,acesso_estacionamento,Acesso / estacionamento,135,9,6.67,3.0,2.0,55.56,44.44,0.98,muitos estacionamento pela orla | A dificuldade fica por conta do ir-e-vir... engarrafamentos são constantes | fácil acesso. Dá pra estacionar o carro bem perto da água. | congestionamentos na chegada e saída | Estacionamento fácil. | deixar seu carro estacionado na rua à beira da praia se se preocupar | trânsito... pista não é duplicada... pode levar até 6h | Acesso ruim | Beira mar muito ruim para se andar de carro
praia_itaguaçu,beleza_natural,Beleza natural,135,29,21.48,4.9,5.0,0.0,96.55,0.98,"Praia linda, mar azul | Praia linda | Praia linda, com águas transparentes | praia mais bonita da cidade | A praia é linda | belo point | Linda praia | paredão de pedras que da para tirar várias fotos | Os costões que se avistam nas duas pontas da praia são belíssimos | linda praia | Praia bonita | A praia é bonita | parte mais bonita é próxima às pedras da Praia do Forte | Mais uma Bela Praia | praia bonita | praia linda | costões que se avistam nas duas pontas da praia são belíssimos | beleza "
praia_itaguaçu,comercio_servicos,Comercio / servicos,135,46,34.07,2.72,2.0,58.7,30.43,0.95,"opções de comércio e restaurantes bons | Poucas opções de bares/restaurantes | os quiosques são bons, com preço justo | falta comercios na região | TEM BARZINHO E LANCHONETE PROXIMO | Bares e restaurantes a Beira mar. | não possuir bares e lanchonetes proximos | opções para comer são poucas | lá não tem quiosques | sem restaurantes | Poucas opções de hospedagem. | não conta com infraestrutura de bares e restaurantes | carente de infraestrutura turística | há poucas opções de restaurantes | Um po"
praia_itaguaçu,custo_beneficio,Custo-beneficio,135,2,1.48,5.0,5.0,0.0,100.0,1.0,preço justo | custo benefício otimo
praia_itaguaçu,familia_criancas,Familia / criancas,135,33,24.44,4.67,5.0,6.06,93.94,0.98,"ótima para levar crianças | ambiente familiar | Ideal para um descanso em família | Ideal para famílias | própria para famílias | Praia familiar | Ideal para família com crianças | frequência, essencialmente de famílias | bem família, ótima para as crianças | Excelente lugar para ir com a família | Fantástica para famíla, crianças e casais | É uma praia para curtir com a família | Lugar para família | A praia é bem familiar | Uma praia para a família | Ótima para a família | não é tao calma para"
praia_itaguaçu,infraestrutura,Infraestrutura,135,22,16.3,3.36,4.0,36.36,63.64,0.96,"Tem salva vidas, banheiro público | tem banheiro público | Pouca estrutura para o visitante | postos de salva-vidas com duchas de água doce | estrutura consideravelmente boa .com bombeiros e chuveiros | bom calçadão | sem infraestrutura | Infraestrutura de acesso boa, alguns restaurantes e lanchonetes | Com infraestrutura | estrutura razoável. Salva vidas e chuveiros de água doce. | não tinha água nos chuveirinhos | sem local com sombras ou árvores... sem acessibilidades | Não vi infra estrutura"
praia_itaguaçu,limpeza,Limpeza,135,41,30.37,4.59,5.0,7.32,90.24,0.98,"areia limpa | agua límpida | limpa | Praia limpa | limpo | Praia limpa. | água bem limpa | Água limpa | muito limpas, areias bem finas e muito limpo | muito limpa | Boa faixa de areia, plana | A água é limpa | Muito limpa. | areia é muito limpa | quantidade de dutos de esgoto | Lugar limpo e tranquilo | Praia bem limpa com água transparente | mar limpo | areias firmes e limpas | Praia excelente sempre muito limpa | água é nota A... águas cristalinas, a praia é limpa | A praia é limpa diariamente"
praia_itaguaçu,mar_banho,Mar / banho,135,63,46.67,3.81,4.0,15.87,60.32,0.94,"mar... estava bem tranquilo | água tranquila | Água cristalina e com uma temperatura bem gostosa | mar calmo | ondas calmas | Mar super tranquilo | muito boa para banho | Águas claras | Mar limpo e não muuito agitado. | águas calmas | água clara | as ondas são baixas | mar muito limpo | águas calmas, quentes e limpas | excelente para banho | água transparente | muito perigosa. Cheia de buracos | Águas quentes, claras | Mar tranquilo, agua quentinha e ondas suaves | Poucas e fracas ondas, ideal p"
praia_itaguaçu,seguranca,Seguranca,135,15,11.11,4.2,5.0,6.67,73.33,0.94,"Tem salva vidas a cada 1 km, a praia é toda identificada | posto de salva vidas, onde os profissionais sempre nos orientam | salvavidas, sem violencia, segurança total | Possui três postos com salvas vidas... cuidam e orientam | correntes marinhas que precisamos observar as placas... Existe 3 postos de salva vidas | postos de salva-vidas operantes, o que traz a sensação de segurança | o local é seguro | há guarda-vidas e postos de salvamento | presença de guardas-vidas | constante salva vidas em"
praia_itaguaçu,tranquilidade,Tranquilidade,135,65,48.15,4.82,5.0,0.0,98.46,0.97,"Praia bem tranquila | tranquila | Praia tranquila. Pra você que quer sossego. | Sem muita badalação | tranquilo e calmo | super tranquila | estava bem vazia | Lugar sossegado | Deserta | pouco movimentada | praia tranquila | não é muito tumultuada de pessoas | menos movimentada | praia muito tranquila | Ambiente residencial, famíliar e tranquilo. | praia calma e tranquila para caminhar | A mais tranquila. | Praia de pouco movimento | É uma praia mais tranquila | quem gosta mais de tranquilidade "
praia_morcego,acesso_estacionamento,Acesso / estacionamento,78,15,19.23,2.27,2.0,66.67,6.67,0.94,"o acesso não é nada facil | trilha que dava aceso pelo costão está fechada | descida é íngreme | trilha foi fechada | Para ter acesso usar trilha no final da praia de cabeçudas ou quando a maré esta baixa pela brava. | só se entra na maré baixa ou pela estrada do farol que está fechada | acessível somente em dias de maré baixa | acesso meio complicado | acesso não ser tão facilitado | acesso um pouco mais difícil | Só tem ascesso de carro por cabeçudas, mas se quiser ir de bike ou a pé tem uma p"
praia_morcego,beleza_natural,Beleza natural,78,23,29.49,5.0,5.0,0.0,100.0,0.98,"sua paisagem é muito romântica | natureza ainda preservada | um dos lugares mais bonitos e imperdíveis de Itajaí | A praia é linda, com uma vista incrível | Linda praia deserta. Um refúgio escondido. Natureza em seu contorno. | um dos lugares mais lindos de Itajaí | Belíssima praia | natureza ainda esta sendo preservada. | uma das praias mais lindas da região... visual alucinante | Local com uma beleza natural incrível. | Esconderijo Fascinante. | Local lindo... A natureza foi generosa | vista é"
praia_morcego,comercio_servicos,Comercio / servicos,78,4,5.13,3.0,3.0,50.0,50.0,0.91,"Não tem serviço de nada, pois é isolada | Tem bom apoio de bebidas e petiscos | só leve guarda sol ,uma agua gelada | Há bares e boas baladas de frente para o mar"
praia_morcego,familia_criancas,Familia / criancas,78,2,2.56,3.0,3.0,50.0,50.0,1.0,Minhas filhas adoraram a praia | não recomendo para crianças e familias
praia_morcego,infraestrutura,Infraestrutura,78,3,3.85,1.67,2.0,100.0,0.0,0.97,sem banheiro e sem restaurante | não conta com muita infraestrutura | não tem estrutura de restaurantes ou bares
praia_morcego,limpeza,Limpeza,78,13,16.67,5.0,5.0,0.0,100.0,0.96,"agua limpa | O Mar é muito limpo. | água é muito limpa | mar bravo mas claro e limpo | Mar com águas limpas | Praia limpa | areia é branca e fofinha... permanece limpa | areia fofinha e limpa | bem cuidada e bastante limpa | água limpa | areia clara, água própria para banho | praia limpa"
praia_morcego,mar_banho,Mar / banho,78,17,21.79,3.76,4.0,11.76,64.71,0.92,"boas ondas para quem surfa | Praia de mar agitado e águas claras | cuidado ao entrar na água devido aos possíveis buracos | excelente para pratica de surf | Ondas são muito boas para o surfe | Ondas perfeitas | Mar agitado, normalmente impróprio para banhistas | apreciar a natureza e o mar | pode ter ondas grandes e correnteza | Ótimo para surfar | fundo com buracos e muita correnteza | mar é bastante agitado, sendo muito procurado pelos surfistas | Mar bom para praticantes de surf | Muitas onda"
praia_morcego,seguranca,Seguranca,78,7,8.97,1.71,2.0,100.0,0.0,0.93,"Não é seguro durante a noite devido à pouco policiamento | a única coisa que poderia ter mais segurança ainda mais a noite | muito perigoso devido à não ter muita gente | praia perigosa... fique alerta, de olho nas crianças | cuidado com a maré. | não apresenta posto salva vidas | Cuidado ao deixar objetos visíveis no carro... pouco movimento e policiamento"
praia_morcego,tranquilidade,Tranquilidade,78,19,24.36,4.79,5.0,5.26,94.74,0.96,"lugar calmo | Praia deserta, lugar tranquilo para relaxar | bem tranquilo e agradável para quem não quer muita muvuca | Um sossego de praia... o local ideal. | canto do sossego | sossego que não se encontra em nenhum outro lugar | sem o buxixo de lá | Muito bom para curtir a natureza e dar aquela descansada. | Ótima opção para passar o dia em uma praia com poucas pessoas. | Excelente refúgio para uma tarde tranquila | local muito tranquilo | Lugar calmo, praia tranquila | ótimo cantinho para que"
praia_perequê,acesso_estacionamento,Acesso / estacionamento,155,8,5.16,3.75,4.0,25.0,62.5,0.91,"Fácil acesso a várias praias | acesso a praia é dificultado em função desta praia ter casas uma ligada a outra | ruas de acesso que precisam ser melhoradas | opção de estacionar nas ruas próximas a praia ou em terrenos | bom acesso a praia | acesso fácil, próxima a BR | situa-se próximo a Itapema e as demais praias de Porto Belo. | transito que é intenso na região"
praia_perequê,beleza_natural,Beleza natural,155,28,18.06,4.75,5.0,0.0,100.0,0.95,"belíssima paisagem | Praia linda | Linda vista!. É linda | um verdadeiro paraíso... é lindo! | paisagens são belíssimas | estasiado com a beleza local, praia maravilhosa | Praia linda águas claras | Visual deslumbrante | local e cinematografico | lugar belíssimo | é linda | Lindo o amanhecer e o por do sol, areia branca | Beleza natural e paz num mesmo lugar | linda paisagem | beleza peculiar onde a natureza é um espetáculo a parte | Bonita. | Bela praia! | infelizmente é bonita | A praia é boni"
praia_perequê,comercio_servicos,Comercio / servicos,155,44,28.39,3.39,3.5,31.82,50.0,0.93,"n tem muita opção de gastronomia, nem divertimento | várias atividades (mergulho, passeios, pesca noturna) | lugar com pub´s muito bons | esportes aquaticos... alugar passeios em barcos | bem pouca opção para locação de cadeiras e guarda-sol | tem uns quiosques que vendem um milho verde fresquinho | conta agora com uma ótima lanchonete na avenida | comércio é extremamente fraco | comida boa | fácil acesso a restaurantes, farmácia, comércio | Restaurantes, hotéis e bares ao seu redor | barzinhos "
praia_perequê,custo_beneficio,Custo-beneficio,155,6,3.87,4.5,4.5,0.0,100.0,0.93,"locação mais barata na temporada, lá é o lugar certo | Gastronomia com preço muito bom | O valor do aluguel de temporada é atrativo | atrações de preços médios | A hospedagem não é mt cara | uma boa opção pelo preço"
praia_perequê,familia_criancas,Familia / criancas,155,49,31.61,4.94,5.0,2.04,97.96,0.97,"ótimo para aproveitar com a família | Excelente para crianças | Praia boa para Familia... adequada para família com crianças | ideal para familias com criança pequenas | Ideal para famílias e crianças | Principalmente para criancas | dá para ficar com a família | ainda mais com crianças. | muito familiar! Indico para quem tem crianças | Praia muito familiar, bom para famílias com crianças | local bacana para curtir com a família, crianças. | Praia para a família se divertir... segura para as cri"
